AffiliationId,NormalizedName,DisplayName,Rank
9340882,chiang mai rajabhat university,Chiang Mai Rajabhat University,13690
11354377,phillips laboratory,Phillips Laboratory,11862
13979017,madura college,Madura College,13101
16292982,national institute of technology rourkela,"National Institute of Technology, Rourkela",9870
21741975,changshu institute of technology,Changshu Institute of Technology,10930
21803372,university of evora,University of Évora,9953
34077533,ohio supercomputer center,Ohio Supercomputer Center,12613
34574549,national taichung university of education,National Taichung University of Education,12346
34942010,university of kinshasa,University of Kinshasa,10350
35046152,federal university of rio grande do norte,Federal University of Rio Grande do Norte,8900
36294557,wessex archaeology,Wessex Archaeology,13782
37839565,royal united services institute,Royal United Services Institute,14372
58560619,rajiv gandhi college of engineering and technology,Rajiv Gandhi College of Engineering and Technology,14609
78166389,geospatial research centre,Geospatial Research Centre,15075
78570951,monash university clayton campus,"Monash University, Clayton campus",7794
82034984,bombay natural history society,Bombay Natural History Society,13144
82475049,suranaree university of technology,Suranaree University of Technology,10246
94624287,university of twente,University of Twente,7978
94776409,oita university of nursing and health sciences,Oita University of Nursing and Health Sciences,13043
105869082,aiken technical college,Aiken Technical College,15287
114778606,city college international faculty of the university of sheffield,"CITY College, International Faculty of the University of Sheffield",15083
115503518,netherlands institute for innovative ocular surgery,Netherlands Institute for Innovative Ocular Surgery,13248
122274158,dalarna university,Dalarna University,10159
123723566,government college ajmer,"Government College, Ajmer",14258
124718575,scottsdale community college,Scottsdale Community College,14019
129192303,universidade federal do reconcavo da bahia,Universidade Federal do Recôncavo da Bahia,11234
131359167,le quy don technical university,Le Quy Don Technical University,12320
134446601,berkeley college,Berkeley College,14663
138900291,nipissing university,Nipissing University,11516
143003537,bizzdesign,BiZZdesign,14841
159595087,greek atomic energy commission,Greek Atomic Energy Commission,12793
167383011,henan university of science and technology,Henan University of Science and Technology,9752
172982924,university college of medical sciences,University College of Medical Sciences,10649
174104030,taiyuan normal university,Taiyuan Normal University,12188
176037994,erzincan university,Erzincan University,9783
179193067,khon kaen university,Khon Kaen University,9285
186506485,hyundai heavy industries,Hyundai Heavy Industries,12133
186555701,new york city department of education,New York City Department of Education,13564
188592606,hamilton college,Hamilton College,10531
191031818,hamilton eye institute,Hamilton Eye Institute,14544
203061107,wuhan vocational college of software and engineering,Wuhan Vocational College of Software and Engineering,13786
206040828,sher i kashmir institute of medical sciences,Sher-I-Kashmir Institute of Medical Sciences,11050
246634084,american cast iron pipe company,American Cast Iron Pipe Company,15056
280512119,hamchoon women s clinic,Hamchoon Women's Clinic,15232
315070680,university college of northern denmark,University College of Northern Denmark,14381
317772143,university of bohol,University of Bohol,16582
320671016,patient centered outcomes research institute,Patient-Centered Outcomes Research Institute,12634
325960478,booth university college,Booth University College,15402
856841777,franco tosi meccanica,Franco Tosi Meccanica,16165
864441908,weimar institute,Weimar Institute,11637
891521709,daimler ag,Daimler AG,7848
901401019,waste management inc,"Waste Management, Inc",13815
902671590,auburn university at montgomery,Auburn University at Montgomery,11557
931114974,second amendment foundation,Second Amendment Foundation,15984
1282502352,new zealand treasury,New Zealand Treasury,14311
1284033809,the seoul institute,The Seoul Institute,15207
1288595188,museo nacional centro de arte reina sofia,Museo Nacional Centro de Arte Reina Sofía,15995
1288835491,milford regional medical center,Milford Regional Medical Center,15351
1289568071,san antonio military medical center,San Antonio Military Medical Center,10490
1299951241,caterpillar inc,Caterpillar Inc.,8768
1301076528,city of hope national medical center,City of Hope National Medical Center,8298
1306642263,volkswagen,Volkswagen,9016
1308548392,santa fe institute,Santa Fe Institute,9040
1311361839,agustawestland,AgustaWestland,14424
1316592999,swissair,Swissair,15581
1319529052,colorado department of health care policy and financing,Colorado Department of Health Care Policy and Financing,16008
1319815248,statistics canada,Statistics Canada,10440
1320397708,benaroya research institute,Benaroya Research Institute,10748
2799490239,royal institute of navigation,Royal Institute of Navigation,16347
2799646508,cedar valley college,Cedar Valley College,16843
2799717493,pomerado hospital,Pomerado Hospital,15504
2800214375,tca college,TCA College,18331
2800371562,societa italiana di fisica,Società Italiana di Fisica,16751
2800533080,health protection scotland,Health Protection Scotland,11672
2800768525,university of bojnord,University of Bojnord,12415
2800914409,wisconsin department of workforce development,Wisconsin Department of Workforce Development,16787
2800984189,indus hospital,Indus Hospital,13080
2801035655,north american university,North American University,15865
2801036362,agency for defense development,Agency for Defense Development,10638
2801047287,indian council of social science research,Indian Council of Social Science Research,15439
2801477076,christianity today,Christianity Today,18780
2801608483,schoolcraft college,Schoolcraft College,15615
2801792357,williston state college,Williston State College,18705
2801909924,paris junior college,Paris Junior College,19473
2802009739,vanguard healthcare,Vanguard Healthcare,18332
2802067006,research foundation flanders,Research Foundation - Flanders,11553
2802074625,bridgeport hospital,Bridgeport Hospital,11746
2802230104,edward hines jr va hospital,"Edward Hines, Jr. VA Hospital",11852
2802381139,wilkes community college,Wilkes Community College,17733
2802536167,beijing film academy,Beijing Film Academy,14495
2802547023,rose medical center,Rose Medical Center,12802
2802552484,tribeca film institute,Tribeca Film Institute,19473
2802998059,north shore community college,North Shore Community College,15008
2803035300,tallaght hospital,Tallaght Hospital,12503
2803053305,korle bu teaching hospital,Korle Bu Teaching Hospital,11774
2803461128,central lakes college,Central Lakes College,18780
2916638547,austro control austria,Austro Control (Austria),19473
3024477058,daymar college,Daymar College,19473
3116061483,lexington historical society,Lexington Historical Society,19473
1268775,facultad de ciencias medicas,Facultad de Ciencias Médicas,9874
3750198,management systems international,Management Systems International,15334
13779751,admiral makarov national university of shipbuilding,Admiral Makarov National University of Shipbuilding,13849
16835326,university of st andrews,University of St Andrews,7588
24871856,universidade catolica de brasilia,Universidade Católica de Brasília,10421
38901089,daeduk college,Daeduk College,15147
41810378,college of southern idaho,College of Southern Idaho,15329
43638361,federal reserve bank of new york,Federal Reserve Bank of New York,10222
48018076,christ university,Christ University,12015
48663246,anglo american plc,Anglo American plc,14662
49068896,assam down town university,Assam Down Town University,14669
52010207,keimyung university,Keimyung University,9631
59081768,gorno altaisk state university,Gorno-Altaisk State University,13969
60138030,desert research institute,Desert Research Institute,9648
76259142,national research institute of police science,National Research Institute of Police Science,11727
77079311,wonkwang university,Wonkwang University,9391
83416321,new york university institute of fine arts,New York University Institute of Fine Arts,15970
88100897,yokogawa electric,Yokogawa Electric,11090
91203450,university of haifa,University of Haifa,8467
92688161,acadia university,Acadia University,10427
98965574,penn state harrisburg,Penn State Harrisburg,11979
99601430,west bengal university of technology,West Bengal University of Technology,12332
118768305,kyushu institute of information sciences,Kyushu Institute of Information Sciences,14894
119942576,university of the pacific,University of the Pacific (United States),9962
120043899,meiji gakuin university,Meiji Gakuin University,11487
123544518,asrc aerospace corporation,ASRC Aerospace Corporation,14072
130416959,central research institute of electric power industry,Central Research Institute of Electric Power Industry,9792
130785548,clark university,Clark University,9382
132140153,paragon space development corporation,Paragon Space Development Corporation,14997
137056471,nanjing university of finance and economics,Nanjing University of Finance and Economics,11034
137479271,helmholtz centre for environmental research ufz,Helmholtz Centre for Environmental Research - UFZ,9372
140963716,lukoil,Lukoil,12826
149251103,thomas jefferson university,Thomas Jefferson University,7526
157543744,royal college of surgeons of edinburgh,Royal College of Surgeons of Edinburgh,13261
157637111,naval academy,Naval Academy,14073
160419504,higher technological institute,Higher Technological Institute,12874
161052086,canada mortgage and housing corporation,Canada Mortgage and Housing Corporation,14791
162347362,higher school of communication of tunis,Higher School of Communication of Tunis,13387
163584902,daegu health college,Daegu Health College,13420
165891364,ufuk university,Ufuk University,12214
166455938,university of babylon,University of Babylon,11640
171589843,jda software,JDA Software,13587
173712418,ahmednagar college,Ahmednagar College,14091
184490438,chinese center for disease control and prevention,Chinese Center for Disease Control and Prevention,8731
185177349,casio,Casio,9641
185492890,university of canterbury,University of Canterbury,7752
187169597,pinnacle financial partners,Pinnacle Financial Partners,11199
190774190,mongolian state university of agriculture,Mongolian State University of Agriculture,14071
193659739,ciber,Ciber,8503
198035368,tokyo jogakkan college,Tokyo Jogakkan College,16043
203339264,university of lyon,University of Lyon,7780
204085392,cabrini college,Cabrini College,13372
205889620,international centre for diarrhoeal disease research bangladesh,"International Centre for Diarrhoeal Disease Research, Bangladesh",9334
222992751,american board of plastic surgery,American Board of Plastic Surgery,15271
278735395,poltava national technical university,Poltava National Technical University,15024
317021637,jinnah medical and dental college,Jinnah Medical and Dental College,13885
327630597,al automotive lighting,AL-Automotive Lighting,12043
343094587,australasian wader studies group,Australasian Wader Studies Group,15346
888185325,freescale semiconductor,Freescale Semiconductor,9050
904664718,microunity,MicroUnity,12983
906608882,st xavier s college,St. Xavier's College,16144
910166787,international military sports council,International Military Sports Council,11590
917324061,marian university,Marian University,13511
930713850,the hague university of applied sciences,The Hague University of Applied Sciences,12565
1286192518,museum of northern arizona,Museum of Northern Arizona,13009
1286604053,advocate sherman hospital,Advocate Sherman Hospital,15824
1295636932,society of actuaries,Society of Actuaries,14512
1295703814,world vision international,World Vision International,12637
1305001552,grady memorial hospital,Grady Memorial Hospital,11474
1308921624,thinkyoung,ThinkYoung,17923
1315109972,federal ministry of defence germany,Federal Ministry of Defence (Germany),16867
1318356501,conservation strategy fund,Conservation Strategy Fund,14924
1318430499,tata elxsi,Tata Elxsi,14678
1325940612,building design partnership,Building Design Partnership,15967
1328969757,naval sea systems command,Naval Sea Systems Command,12563
1343578489,bureau of aeronautics,Bureau of Aeronautics,14510
2799281333,amputee coalition of america,Amputee Coalition of America,16021
2799321569,tianjin conservatory of music,Tianjin Conservatory of Music,15741
2799499277,enterprise community partners,Enterprise Community Partners,16885
2799524160,alaska institute for justice,Alaska Institute for Justice,16098
2799535048,centre national d etudes spatiales,Centre National D'Etudes Spatiales,10348
2799922383,geophysical survey,Geophysical Survey,13131
2800302175,kyiv mohyla business school,Kyiv Mohyla Business School,19473
2800351650,joyce foundation,Joyce Foundation,16498
2800625510,birmingham accident hospital,Birmingham Accident Hospital,12022
2800697506,european institute of innovation and technology,European Institute of Innovation and Technology,16814
2801039233,yarmouk private university,Yarmouk Private University,18127
2801054358,carroll hospital,Carroll Hospital,16733
2801154069,maine state museum,Maine State Museum,15371
2801488757,south ukrainian national pedagogical university named after k d ushynsky,South Ukrainian National Pedagogical University named after K. D. Ushynsky,14173
2801557146,goodenough college,Goodenough College,18769
2801716253,swedish academy,Swedish Academy,13660
2801754460,general university hospital of patras,General University Hospital of Patras,14789
2801841055,eurasia foundation,Eurasia Foundation,18739
2801888874,diocese of brooklyn,Diocese of Brooklyn,17224
2801942171,panti rapih hospital,Panti Rapih Hospital,16967
2802264141,association of state and territorial health officials,Association of State and Territorial Health Officials,13825
2802431589,concordia hospital,Concordia Hospital,15602
2802600346,hudson institute of medical research,Hudson Institute of Medical Research,11440
2921128667,bemis center for contemporary arts,Bemis Center for Contemporary Arts,19473
3088501477,dc central kitchen,DC Central Kitchen,19473
3122676326,northpoint bible college,Northpoint Bible College,19473
9057330,kennedy king college,Kennedy–King College,15582
9340077,national atomic energy commission,National Atomic Energy Commission,12465
14044430,institut de recherche robert sauve en sante et en securite du travail,Institut de recherche Robert-Sauvé en santé et en sécurité du travail,12817
16277215,university of houston downtown,University of Houston–Downtown,11581
16569854,nayoro city university,Nayoro City University,15114
21867089,gwynedd mercy university,Gwynedd Mercy University,14711
29801172,thomas jefferson national accelerator facility,Thomas Jefferson National Accelerator Facility,9347
36098394,rush medical college,Rush Medical College,9978
36282894,chandler gilbert community college,Chandler–Gilbert Community College,14855
50627504,istanbul arel university,Istanbul Arel University,12821
55202024,uthman dan fodiyo university,Uthman dan Fodiyo University,11728
56435720,paris dauphine university,Paris Dauphine University,9728
56858762,universidad nacional del sur,Universidad Nacional del Sur,9880
59655833,matej bel university,Matej Bel University,11931
67439152,southwest college of naturopathic medicine,Southwest College of Naturopathic Medicine,13666
74885063,sharda university,Sharda University,11823
79731167,hainan medical university,Hainan Medical University,11271
87162975,mips technologies,MIPS Technologies,12575
90257968,johnson county community college,Johnson County Community College,13557
92446798,colorado state university,Colorado State University,7125
92777862,center for international forestry research,Center for International Forestry Research,10268
94777655,icap,ICAP,13648
96036126,kumamoto university,Kumamoto University,8034
102808428,tbilisi state university,Tbilisi State University,8130
106959904,florida institute of technology,Florida Institute of Technology,8344
113598218,university of aconcagua,University of Aconcagua,14403
114202661,petra christian university,Petra Christian University,11633
118019719,hoffmann la roche,Hoffmann-La Roche,7392
119900292,tac,TAC,15419
122380217,technological educational institute of piraeus,Technological Educational Institute of Piraeus,13701
126395964,katholieke hogeschool kempen,Katholieke Hogeschool Kempen,13942
130019264,dinabandhu andrews college,Dinabandhu Andrews College,14489
133937715,st norbert college,St. Norbert College,12391
146500386,jichi medical university,Jichi Medical University,9116
155140966,university for peace,University for Peace,14274
160994706,odense university,Odense University,9797
162282272,rohm,Rohm,9934
170733385,university of applied science and technology,University of Applied Science and Technology,13386
177713078,raytheon space and airborne systems,Raytheon Space and Airborne Systems,13283
178232147,guizhou university,Guizhou University,9420
178835972,ecole nationale superieure agronomique de rennes,École nationale supérieure agronomique de Rennes,11813
180144235,national oceanography centre southampton,"National Oceanography Centre, Southampton",10146
180217721,monash university gippsland campus,"Monash University, Gippsland campus",12763
185986306,santa cruz institute for particle physics,Santa Cruz Institute for Particle Physics,9108
193427800,applied materials,Applied Materials,8745
206046566,vicroads,VicRoads,14074
235627473,bard college berlin,Bard College Berlin,14668
238804600,fieldfisher,Fieldfisher,15668
242057862,central mindanao university,Central Mindanao University,13870
250757736,baranov central institute of aviation motor development,Baranov Central Institute of Aviation Motor Development,16173
252342272,edward waters college,Edward Waters College,15437
256936806,ncs pte ltd,NCS Pte Ltd,13545
267427436,saigon technology university,Saigon Technology University,15523
323728249,us sugar corporation,US Sugar Corporation,15389
636689937,jacos,JACOS,16226
866444859,indraprastha gas,Indraprastha Gas,17136
866755123,dharmacon inc,"Dharmacon, Inc.",12810
879563668,sao paulo state university,Sao Paulo State University,7200
880331042,exelis inc,Exelis Inc.,14919
886634589,government arts college coimbatore,"Government Arts College, Coimbatore",11044
888069255,west visayas state university,West Visayas State University,14105
890313921,indiana black expo,Indiana Black Expo,15157
919628346,university of the pacific,University of the Pacific (Peru),12209
930026050,china steel,China Steel,12079
1282493450,saint thomas west hospital,Saint Thomas - West Hospital,12062
1288403368,the rodale institute,The Rodale Institute,13560
1291346424,g b pant engineering college new delhi,"G. B. Pant Engineering College, New Delhi",14905
1300562367,forensic science service,Forensic Science Service,11417
1308627702,covenant house,Covenant House,15083
1308673974,american motors,American Motors,13132
1311537691,northrop corporation,Northrop Corporation,11001
1315288073,cliniques universitaires saint luc,Cliniques Universitaires Saint-Luc,9693
1315456113,vinh university,Vinh University,12765
1326324860,north carolina museum of natural sciences,North Carolina Museum of Natural Sciences,12231
1337719021,australian research council,Australian Research Council,10217
1340088252,resurrection health care,Resurrection Health Care,14986
2609998029,national radio astronomy observatory,National Radio Astronomy Observatory,8686
2799589203,malaysian rubber board,Malaysian Rubber Board,13666
2799614505,university of perpetual help system dalta,University of Perpetual Help System DALTA,15923
2799760708,advanced accelerator applications italy,Advanced Accelerator Applications (Italy),18342
2799854417,holy cross hospital,Holy Cross Hospital,12179
2799856468,cincinnati christian university,Cincinnati Christian University,16685
2799883749,da nang hospital,Da Nang Hospital,15375
2799997674,scottish storytelling centre,Scottish Storytelling Centre,19473
2800197190,rhode island historical society,Rhode Island Historical Society,17235
2800330944,presbyterian historical society,Presbyterian Historical Society,17394
2800456026,johns hopkins center for communication programs,Johns Hopkins Center for Communication Programs,14562
2800624546,martin college,Martin College,18780
2800970080,providence milwaukie hospital,Providence Milwaukie Hospital,16006
2801022039,canadian wheelchair sports association,Canadian Wheelchair Sports Association,18273
2801053747,australian institute of tropical health and medicine,Australian Institute of Tropical Health and Medicine,12236
2801059880,muscatine community college,Muscatine Community College,18375
2801079582,w f albright institute of archaeological research,W. F. Albright Institute of Archaeological Research,16198
2801202614,swiss national museum,Swiss National Museum,15262
2801244630,palomar health,Palomar Health,16587
2801583272,oxford educational institutions,Oxford Educational Institutions,18681
2801930534,saint katherine college,Saint Katherine College,19473
2802054198,erasmus hospital,Erasmus Hospital,12893
2802151907,vale of leven district general hospital,Vale of Leven District General Hospital,14065
2802201010,atomic weapons establishment,Atomic Weapons Establishment,12353
2802239656,markey cancer center,Markey Cancer Center,13421
2802478169,robert jones and agnes hunt orthopaedic hospital,Robert Jones and Agnes Hunt Orthopaedic Hospital,11306
2802733791,schenectady county community college,Schenectady County Community College,16713
2802796885,share our strength,Share Our Strength,16032
2837311904,lincoln college of new england,Lincoln College of New England,18451
2990669260,shaikh zayed medical college and hospital,Shaikh Zayed Medical College and Hospital,19473
3069719102,arroyo grande community hospital,Arroyo Grande Community Hospital,19473
18524911,instituto tecnologico de merida,Instituto Tecnológico de Mérida,13679
19545898,international crisis group,International Crisis Group,14886
20231570,peking university,Peking University,6464
22351308,bidhannagar college,Bidhannagar College,14439
23968078,university of puerto rico at humacao,University of Puerto Rico at Humacao,12889
37271104,public service enterprise group,Public Service Enterprise Group,12570
45812101,belarusian national technical university,Belarusian National Technical University,12433
47234332,garnett college,Garnett College,15347
49512050,anadigics,ANADIGICS,13210
50760025,hangzhou dianzi university,Hangzhou Dianzi University,9449
56753173,bifrost university,Bifröst University,15286
63568130,sant longowal institute of engineering and technology,Sant Longowal Institute of Engineering and Technology,11371
66217453,cadence design systems,Cadence Design Systems,10221
67916730,st xavier s college autonomous mumbai,"St. Xavier's College-Autonomous, Mumbai",11443
68278413,brooks automation inc,"Brooks Automation, Inc.",12345
69072986,university of mauritius,University of Mauritius,10937
81046878,russell investments,Russell Investments,13348
81244454,bapatla engineering college,Bapatla Engineering College,13559
83467386,it university of copenhagen,IT University of Copenhagen,10690
83740829,school of visual arts,School of Visual Arts,14120
87162078,the institute for clinical social work,The Institute for Clinical Social Work,16224
90281761,national aviation university,National Aviation University,11527
90389495,jerini,Jerini,13479
92178344,anhui university of technology,Anhui University of Technology,10080
99565096,translational centre for regenerative medicine,Translational Centre for Regenerative Medicine,12591
99942243,kumaraguru college of technology,Kumaraguru College of Technology,12167
104817121,university of sarajevo,University of Sarajevo,10503
108247248,brookdale community college,Brookdale Community College,14840
111058918,calcutta national medical college,Calcutta National Medical College,12581
111567634,the state university of management,The State University of Management,12824
114539325,american electric power,American Electric Power,11500
119233137,nicolaus copernicus university in torun,Nicolaus Copernicus University in Toruń,9383
125004968,concordia senior college,Concordia Senior College,16985
125059912,antioch university santa barbara,Antioch University Santa Barbara,16383
125861091,help university,HELP University,13230
136176000,prtm,PRTM,14525
141534154,woodbridge foam,Woodbridge Foam,16001
149213910,university of antwerp,University of Antwerp,7334
150517870,royal military academy,Royal Military Academy,11632
154840374,muhimbili university of health and allied sciences,Muhimbili University of Health and Allied Sciences,9809
157349981,state university of new york college of environmental science and forestry,State University of New York College of Environmental Science and Forestry,10630
168161088,american educational research association,American Educational Research Association,15021
169060526,campaign for access to essential medicines,Campaign for Access to Essential Medicines,14731
169078443,kilpauk medical college,Kilpauk Medical College,13288
170486157,mta sztaki laboratory of parallel and distributed systems,MTA SZTAKI Laboratory of Parallel and Distributed Systems,16367
177463362,university of west london,University of West London,11015
178906410,lyon college,Lyon College,9733
181730359,northrop grumman ship systems,Northrop Grumman Ship Systems,15670
184906618,texas southmost college,Texas Southmost College,15577
190570697,bundelkhand university,Bundelkhand University,12593
193484058,laureate international universities,Laureate International Universities,13026
205992003,pontifical college josephinum,Pontifical College Josephinum,16208
234932087,ramakrishna mission vivekananda centenary college,Ramakrishna Mission Vivekananda Centenary College,14310
245417339,vodafone germany,Vodafone Germany,17801
271674635,institute of food technologists,Institute of Food Technologists,15530
271888150,sriwijaya university,Sriwijaya University,11928
336795079,colaiste mhuire,Coláiste Mhuire,14970
349888338,mcculloch motors corporation,McCulloch Motors Corporation,12764
866585662,new zealand public service association,New Zealand Public Service Association,15546
872799757,valencia college,Valencia College,13433
882627180,ras al khaimah medical and health sciences university,Ras al-Khaimah Medical and Health Sciences University,14100
905000135,college of the bahamas,College of The Bahamas,13627
929597975,national university of sciences and technology,National University of Sciences and Technology,9549
1279916624,westminster john knox,Westminster John Knox,17017
1282233841,lucid inc,Lucid Inc.,13501
1283247047,the research institute at nationwide children s hospital,The Research Institute at Nationwide Children's Hospital,10803
1284584826,social science research council,Social Science Research Council,12388
1290998266,the mill,The Mill,13982
1303069342,american institute for economic research,American Institute for Economic Research,13391
1303153112,european bioinformatics institute,European Bioinformatics Institute,8111
1303391909,institute of education sciences,Institute of Education Sciences,15988
1307946715,nhs blood and transplant,NHS Blood and Transplant,10265
1308199089,harbin university,Harbin University,11374
1321159817,if p c insurance,If P&C Insurance,17151
1323093577,bml munjal university,BML Munjal University,13620
1328150826,invincea,Invincea,13717
1334877674,tsmc,TSMC,8598
1336679592,dutch ministry of transport and water management,Dutch Ministry of Transport and Water Management,12300
2799417885,paoli hospital,Paoli Hospital,15192
2799640484,melrose wakefield hospital,Melrose-Wakefield Hospital,14596
2799674035,western texas college,Western Texas College,17321
2799698780,australian dental association,Australian Dental Association,15273
2799851941,royal hospital for women,Royal Hospital for Women,11485
2799957102,european geosciences union,European Geosciences Union,18044
2799959951,chulabhorn graduate institute,Chulabhorn Graduate Institute,12821
2799987236,jaffna teaching hospital,Jaffna Teaching Hospital,16815
2800199052,columbia gorge community college,Columbia Gorge Community College,17447
2800235449,amberton university,Amberton University,18736
2800285558,nashville public library,Nashville Public Library,18046
2800297018,christian michelsen institute,Christian Michelsen Institute,15507
2800349460,geochemical society,Geochemical Society,18741
2800637067,center for nutrition policy and promotion,Center for Nutrition Policy and Promotion,12804
2800756461,technical college system of georgia,Technical College System of Georgia,18887
2800774789,chamber of commerce and industry of romania,Chamber of Commerce and Industry of Romania,17562
2801020883,california coast university,California Coast University,18087
2801304887,mcwane science center,McWane Science Center,16208
2801387343,alaska federation of natives,Alaska Federation of Natives,18565
2801487198,maple grove hospital,Maple Grove Hospital,17036
2801870843,treasure valley community college,Treasure Valley Community College,18533
2802184818,majlis amanah rakyat,Majlis Amanah Rakyat,16261
2802295813,mato grosso do sul state university,Mato Grosso do Sul State University,15060
2802328928,oakland public library,Oakland Public Library,18375
2802469017,care hospitals,CARE Hospitals,13112
2802474972,multiple myeloma research foundation,Multiple Myeloma Research Foundation,13205
2802534011,medstar georgetown university hospital,MedStar Georgetown University Hospital,11469
2802835243,arizona heart hospital,Arizona Heart Hospital,14170
2803050523,royal museums of art and history,Royal Museums of Art and History,15313
2803087665,financiadora de estudos e projetos,Financiadora de Estudos e Projetos,16165
2903214955,alternating hemiplegia of childhood foundation,Alternating Hemiplegia of Childhood Foundation,17746
2916696057,the outer banks hospital,The Outer Banks Hospital,18780
2920084377,southcentral kentucky community and technical college,Southcentral Kentucky Community and Technical College,17673
3018203808,university center augusto motta,University Center Augusto Motta,14047
3049383752,uss constitution museum,USS Constitution Museum,19473
3367850,austin energy,Austin Energy,16468
9842412,nanjing university of aeronautics and astronautics,Nanjing University of Aeronautics and Astronautics,8500
11880225,national institute of technology karnataka,"National Institute of Technology, Karnataka",10411
14870802,rajshahi medical college,Rajshahi Medical College,13031
26653445,tellabs,Tellabs,11350
30338065,university of caxias do sul,University of Caxias do Sul,10377
34053993,hawaii loa college,Hawaii Loa College,16161
34949971,university of jinan,University of Jinan,9588
37796252,beijing university of technology,Beijing University of Technology,8679
38113126,tadano limited,Tadano Limited,14610
43922553,wuhan university of science and technology,Wuhan University of Science and Technology,9642
45164037,shah abdul latif university,Shah Abdul Latif University,13216
45329014,taylors university,Taylors University,11387
50047553,st michael s college llandaff,"St. Michael's College, Llandaff",16353
53644760,zygo corporation,Zygo Corporation,11887
63903255,northern norway regional health authority,Northern Norway Regional Health Authority,14068
64712228,national mining university of ukraine,National Mining University of Ukraine,13570
66441450,the international university of kagoshima,The International University of Kagoshima,15900
71126889,vishwakarma institute of technology,Vishwakarma Institute of Technology,12625
71146071,polk state college,Polk State College,15354
74234424,chicago state university,Chicago State University,10655
83816512,university of genoa,University of Genoa,7592
91036609,the citadel the military college of south carolina,"The Citadel, The Military College of South Carolina",11749
99290277,college international de philosophie,Collège international de philosophie,15164
107640659,south ural state university,South Ural State University,10725
109391586,qatar central bank,Qatar Central Bank,15105
116378192,trident microsystems,Trident Microsystems,13550
117532281,guangzhou university of chinese medicine,Guangzhou University of Chinese Medicine,10266
122587154,british homeopathic association,British Homeopathic Association,15465
122896396,gmr institute of technology,GMR Institute of Technology,12634
126469861,orange polska,Orange Polska,15816
134052481,harbin normal university,Harbin Normal University,10493
146680358,rhodia,Rhodia,10475
147743226,extracorporeal life support organization,Extracorporeal Life Support Organization,13415
149592140,vista university,Vista University,13237
158060073,national college of natural medicine,National College of Natural Medicine,13816
160674187,china three gorges corporation,China Three Gorges Corporation,13202
161694222,lone star college north harris,Lone Star College–North Harris,16961
165390105,university of south africa,University of South Africa,9022
165779595,university of melbourne,University of Melbourne,6117
167593883,lam research,Lam Research,10188
177920660,australian college of physical education,Australian College of Physical Education,15300
194672558,autonomous university of coahuila,Autonomous University of Coahuila,13135
197842652,hajee mohammad danesh science technology university,Hajee Mohammad Danesh Science & Technology University,12872
198919678,agence universitaire de la francophonie,Agence universitaire de la Francophonie,14926
207817838,lohia machinery limited,Lohia Machinery Limited,15421
210606318,universidad anahuac mexico sur,Universidad Anáhuac México Sur,15127
226217635,iraq national oil company,Iraq National Oil Company,16860
233870863,mount zion college of engineering and technology,Mount Zion College of Engineering and Technology,14424
235254920,australian hydrographic service,Australian Hydrographic Service,17806
884326988,raychem corporation,Raychem Corporation,10597
906778538,biotime,BioTime,14453
910227697,jtekt,JTEKT,10824
918117844,world organisation for animal health,World Organisation for Animal Health,13507
923300042,empik,Empik,13704
1280336040,austen riggs center,Austen Riggs Center,13207
1282355914,university of santo tomas hospital,University of Santo Tomas Hospital,12725
1289079397,bronx lebanon hospital center,Bronx-Lebanon Hospital Center,11668
1289530486,bc cancer agency,BC Cancer Agency,9945
1306287861,mitsubishi,Mitsubishi,7198
1308614123,ministry of industry and trade,Ministry of Industry and Trade,14322
1315261694,ministry of health,Ministry of Health (New Zealand),11790
1321217177,windber research institute,Windber Research Institute,12315
1337766788,aoac international,AOAC International,14699
1343180700,intel,Intel,7024
2799279645,chapel allerton hospital,Chapel Allerton Hospital,11344
2799309473,liaquat national hospital,Liaquat National Hospital,12551
2799366193,smithsonian institution archives,Smithsonian Institution Archives,16824
2799880754,college of central florida,College of Central Florida,16758
2800066368,alaska state museum,Alaska State Museum,18655
2800193586,woodlawn school,Woodlawn School,19473
2800480482,lewisgale hospital montgomery,LewisGale Hospital Montgomery,16868
2800534451,carbon trust,Carbon Trust,15604
2800669848,tennessee department of transportation,Tennessee Department of Transportation,14366
2800835167,danish defence acquisition and logistics organization,Danish Defence Acquisition and Logistics Organization,17673
2800888493,akita nutrition junior college,Akita Nutrition Junior College,18120
2801069124,martha jefferson hospital,Martha Jefferson Hospital,14060
2801318542,indian hills community college,Indian Hills Community College,17343
2801384807,southern regional council,Southern Regional Council,17207
2801480486,leeds community healthcare nhs trust,Leeds Community Healthcare NHS Trust,13914
2801506469,kisiizi hospital,Kisiizi Hospital,17005
2801587439,basque center for materials applications and nanostructures,"Basque Center for Materials, Applications and Nanostructures",13270
2801618472,pla rocket force university of engineering,PLA Rocket Force University of Engineering,17638
2802036385,laura and john arnold foundation,Laura and John Arnold Foundation,14602
2802555114,montshire museum of science,Montshire Museum of Science,17314
2802797706,prin l n welingkar institute of management development and research,Prin. L. N. Welingkar Institute of Management Development and Research,15994
2803087260,space foundation,Space Foundation,15780
2912593390,hca midwest division,HCA Midwest Division,18760
2948511666,via technologies,VIA Technologies,10970
3001508880,saniku gakuin college,Saniku Gakuin College,17694
3099191963,state special communications service of ukraine,State Special Communications Service of Ukraine,19473
